,triple,doc_list,unique_doc,doc_count
12200,myrf receive patient,[475.0],[475.0],1
12201,n127 peak 639,[438.0],[438.0],1
12202,n19 retrieve 209,[180.0],[180.0],1
12203,n19 retrieve 349,[180.0],[180.0],1
12204,n19 retrieve n15,[180.0],[180.0],1
12205,n265 evaluate covid,[464.0],[464.0],1
12206,n265 evaluate sars-cov-2,[464.0],[464.0],1
12207,n32 bind ic50,[317.0],[317.0],1
12208,n32 die cxcl13,[67.0],[67.0],1
12209,n32 die serum,[67.0],[67.0],1
12210,n32 receive cxcl13,[67.0],[67.0],1
12211,n32 receive serum,[67.0],[67.0],1
12212,n37 treat n22,[28.0],[28.0],1
12213,n3c exist cirrhosis,[211.0],[211.0],1
12214,n3c exist patient,[211.0],[211.0],1
12215,n468 evaluate 133-188,[178.0],[178.0],1
12216,n468 evaluate 136-199,[178.0],[178.0],1
12217,n468 evaluate 159,[178.0],[178.0],1
12218,n468 evaluate 164,[178.0],[178.0],1
12219,n468 evaluate 4764,[178.0],[178.0],1
12220,n468 evaluate covid-19,[178.0],[178.0],1
12221,n468 include 133-188,[178.0],[178.0],1
12222,n468 include 136-199,[178.0],[178.0],1
12223,n468 include 159,[178.0],[178.0],1
12224,n468 include 164,[178.0],[178.0],1
12225,n468 include 265,[178.0],[178.0],1
12226,n468 include 4764,[178.0],[178.0],1
12227,n468 include covid-19,[178.0],[178.0],1
12228,n468 include death,[178.0],[178.0],1
12229,n468 include p,[178.0],[178.0],1
12230,n5 activate n40,[190.0],[190.0],1
12231,n5 activate sars-cov-2,[190.0],[190.0],1
12232,n56 evaluate covid,[464.0],[464.0],1
12233,n56 evaluate sars-cov-2,[464.0],[464.0],1
12234,n66 follow bnt162b2,[11.0],[11.0],1
12235,n66 follow chadox1-ncov-19,[11.0],[11.0],1
12236,n66 follow mrna-1273,[11.0],[11.0],1
12237,n66 follow n59,[11.0],[11.0],1
12238,n66 follow n62,[11.0],[11.0],1
12239,nab hospitalize b cell,[158.0],[158.0],1
12240,nab hospitalize bnt162b2,[158.0],[158.0],1
12241,nab hospitalize coronavac,[158.0],[158.0],1
12242,nab hospitalize immunization,[158.0],[158.0],1
12243,nab hospitalize infection,[158.0],[158.0],1
12244,nab hospitalize one,[158.0],[158.0],1
12245,nab hospitalize patient,[158.0],[158.0],1
12246,nab hospitalize sinovac,[158.0],[158.0],1
12247,nab hospitalize two,[158.0],[158.0],1
12248,nab include coronavirus,[157.0],[157.0],1
12249,nab include sars-cov-2,[157.0],[157.0],1
12250,nab induce b cell,"[158.0, 158.0, 158.0]",[158.0],1
12251,nab induce bnt162b2,[158.0],[158.0],1
12252,nab induce coronavac,[158.0],[158.0],1
12253,nab induce immunization,[158.0],[158.0],1
12254,nab induce one,[158.0],[158.0],1
12255,nab induce sinovac,[158.0],[158.0],1
12256,nab induce two,[158.0],[158.0],1
12257,nab show b cell,[158.0],[158.0],1
12258,nab show bnt162b2,[158.0],[158.0],1
12259,nab show lav,[310.0],[310.0],1
12260,nab test ade,[310.0],[310.0],1
12261,nabs induce igg,[481.0],[481.0],1
12262,nabs induce mrna,[481.0],[481.0],1
12263,nabs induce sars-cov-2,[481.0],[481.0],1
12264,nabs induce vaccine,[481.0],[481.0],1
12265,nabs observe 133,[158.0],[158.0],1
12266,nabs observe sars-cov-2,[158.0],[158.0],1
12267,nanoparticle-based base injection,[20.0],[20.0],1
12268,nanoparticle-based base mouse,[20.0],[20.0],1
12269,naples treat patient,[139.0],[139.0],1
12270,nasal cause hadv,[347.0],[347.0],1
12271,nasal cause specimen,[347.0],[347.0],1
12272,nasopharyngeal investigate covid-19,[369.0],[369.0],1
12273,nasopharyngeal investigate patient,[369.0],[369.0],1
12274,nasopharyngeal investigate six,[369.0],[369.0],1
12275,nasopharyngeal match pneumoniae,[384.0],[384.0],1
12276,nasopharyngeal match streptococcus,[384.0],[384.0],1
12277,nasopharyngeal-oropharyngeal describe autolysin,[383.0],[383.0],1
12278,nasopharyngeal-oropharyngeal hospitalize autolysin,[383.0],[383.0],1
12279,nasopharyngeal-oropharyngeal hospitalize blood,[383.0],[383.0],1
12280,nausea indicate appetite,[352.0],[352.0],1
12281,nausea indicate brain,[352.0],[352.0],1
12282,nausea indicate dizziness,[352.0],[352.0],1
12283,nausea indicate muscle spasm,[352.0],[352.0],1
12284,nausea indicate rash,[352.0],[352.0],1
12285,nausea indicate symptom,[352.0],[352.0],1
12286,nausea need appetite,[353.0],[353.0],1
12287,nausea need brain,[353.0],[353.0],1
12288,nausea need dizziness,[353.0],[353.0],1
12289,nausea need muscle spasm,[353.0],[353.0],1
12290,nausea need rash,[353.0],[353.0],1
12291,nausea need symptom,"[353.0, 353.0]",[353.0],1
12292,nausea understudy appetite,[352.0],[352.0],1
12293,nausea understudy brain,[352.0],[352.0],1
12294,nausea understudy muscle spasm,[352.0],[352.0],1
12295,nausea understudy rash,[352.0],[352.0],1
12296,nausea understudy symptom,[352.0],[352.0],1
12297,ncov-19 base vaccine,[77.0],[77.0],1
12298,ncov-19 enrol chill,[438.0],[438.0],1
12299,ncov-19 enrol headache,[438.0],[438.0],1
12300,ncov-19 enrol muscle ache,[438.0],[438.0],1
12301,ncov-19 include vaccine,[438.0],[438.0],1
12302,ncov-19 indicate headache,[438.0],[438.0],1
12303,ncov-19 induce conjugate,[438.0],[438.0],1
12304,ncov-19 induce meningococcal,[438.0],[438.0],1
12305,ncov-19 induce vaccine,[438.0],[438.0],1
12306,ncov-19 relate 493-1802,[438.0],[438.0],1
12307,ncov-19 relate 856,[438.0],[438.0],1
12308,ncov-19 relate blood,[438.0],[438.0],1
12309,ncov-19 relate mononuclear cells,[438.0],[438.0],1
12310,ncov-19 relate n43,[438.0],[438.0],1
12311,ncov-19 relate peripheral,[438.0],[438.0],1
12312,ncp observe 229e,[98.0],[98.0],1
12313,ncp observe antigen,[98.0],[98.0],1
12314,ncp observe coronaviruses,[98.0],[98.0],1
12315,ncp observe hcov,"[98.0, 98.0]",[98.0],1
12316,ncp observe mers-cov,[98.0],[98.0],1
12317,ncp observe nl63,[98.0],[98.0],1
12318,ncp observe np,"[98.0, 98.0]",[98.0],1
12319,ncp observe sars-cov,[98.0],[98.0],1
12320,nct00255047 compare elisa,[375.0],[375.0],1
12321,nct00255047 use elisa,[375.0],[375.0],1
12322,nct00347958 compare elisa,[375.0],[375.0],1
12323,nct00347958 use elisa,[375.0],[375.0],1
12324,nct01346293 compare elisa,[375.0],[375.0],1
12325,nct01346293 use elisa,[375.0],[375.0],1
12326,nct02587520 compare elisa,[375.0],[375.0],1
12327,nct02587520 use elisa,[375.0],[375.0],1
12328,nct04471519 show vaccine,[363.0],[363.0],1
12329,necrotic derive cancer,[74.0],[74.0],1
12330,necrotic derive patient,[74.0],[74.0],1
12331,neisseria consider meningococcal disease,[159.0],[159.0],1
12332,neonate activate aprv,[203.0],[203.0],1
12333,neonate relate 5959,[203.0],[203.0],1
12334,neonate relate aprv,[203.0],[203.0],1
12335,neonatology aim listserv,[169.0],[169.0],1
12336,neutrophil compare bilirubin,[292.0],[292.0],1
12337,neutrophil match r848,[191.0],[191.0],1
12338,new include 125,[77.0],[77.0],1
12339,new include 315,[77.0],[77.0],1
12340,new include cohort,[77.0],[77.0],1
12341,new include patient,[77.0],[77.0],1
12342,new zealand show infection,[200.0],[200.0],1
12343,newborn receive mother,[55.0],[55.0],1
12344,newborn receive sars-cov-2,[55.0],[55.0],1
12345,newcastle boost ebov,[405.0],[405.0],1
12346,newcastle boost gp,[405.0],[405.0],1
12347,newcastle boost makona,[405.0],[405.0],1
12348,newcastle boost rlseb-gp,[405.0],[405.0],1
12349,newcastle exist ebov,[405.0],[405.0],1
12350,newcastle exist gp,[405.0],[405.0],1
12351,newcastle exist lasota,[405.0],[405.0],1
12352,newcastle exist makona,[405.0],[405.0],1
12353,newcastle exist rlseb-gp,[405.0],[405.0],1
12354,newcastle exist vaccine,[405.0],[405.0],1
12355,nh follow infection,[190.0],[190.0],1
12356,nh follow patient,[190.0],[190.0],1
12357,nhl receive organ malignancies,[300.0],[300.0],1
12358,nhps circulate anatomy,[457.0],[457.0],1
12359,nhps circulate human,[457.0],[457.0],1
12360,nhps circulate immunization,[457.0],[457.0],1
12361,nhps circulate rsv f,[457.0],[457.0],1
12362,nhps circulate three,[457.0],[457.0],1
12363,nhps circulate vaccine,[457.0],[457.0],1
12364,nhps induce immunization,[457.0],[457.0],1
12365,nhps induce rsv f,[457.0],[457.0],1
12366,nhps induce three,[457.0],[457.0],1
12367,nhps induce vaccine,[457.0],[457.0],1
12368,nhps modify human,[457.0],[457.0],1
12369,nhps modify immunization,[457.0],[457.0],1
12370,nhps modify rsv f,[457.0],[457.0],1
12371,nhps modify three,[457.0],[457.0],1
12372,nhps modify vaccine,[457.0],[457.0],1
12373,nine associate cohort,[250.0],[250.0],1
12374,nine associate paad,[250.0],[250.0],1
12375,nine associate patient,[250.0],[250.0],1
12376,nine circulate 8804,[426.0],[426.0],1
12377,nine circulate 8805,[426.0],[426.0],1
12378,nine establish person-years,[176.0],[176.0],1
12379,nine establish vaccine,[176.0],[176.0],1
12380,nine neutralize sars-cov-2,[307.0],[307.0],1
12381,nine nine detect marburg,[438.0],[438.0],1
12382,nine nine detect ten,"[438.0, 438.0]",[438.0],1
12383,nine perform child,[335.0],[335.0],1
12384,nine perform ili,[335.0],[335.0],1
12385,nine perform influenza,[335.0],[335.0],1
12386,nine perform influenza-like,[335.0],[335.0],1
12387,nine receive asd id,[367.0],[367.0],1
12388,nine test asd id,[367.0],[367.0],1
12389,nineteen treat allergic,[43.0],[43.0],1
12390,nineteen treat tg01,[43.0],[43.0],1
12391,ninety correlate b,[400.0],[400.0],1
12392,ninety correlate child,"[400.0, 400.0, 400.0]",[400.0],1
12393,ninety correlate febrile seizures,[400.0],[400.0],1
12394,ninety correlate influenza,[400.0],[400.0],1
12395,ninety correlate meningeal,[400.0],[400.0],1
12396,ninety correlate respiratory tract,[400.0],[400.0],1
12397,ninety-seven observe cav-2,[165.0],[165.0],1
12398,ninety-seven observe dog,[165.0],[165.0],1
12399,ninety-seven observe vaccine,[165.0],[165.0],1
12400,niv-2020-770 base vaccine,[77.0],[77.0],1
12401,nl63 aim belgium,"[331.0, 331.0]",[331.0],1
12402,nl63 aim cough,[331.0],[331.0],1
12403,nl63 aim death,[331.0],[331.0],1
12404,nl63 aim dyspnoea,[331.0],[331.0],1
12405,nl63 aim fever,[331.0],[331.0],1
12406,nl63 aim infection,[331.0],[331.0],1
12407,nl63 aim influenza,[331.0],[331.0],1
12408,nl63 aim influenza-like,[331.0],[331.0],1
12409,nl63 aim one,[331.0],[331.0],1
12410,nl63 aim patient,"[331.0, 331.0, 331.0]",[331.0],1
12411,nl63 aim respiratory,"[331.0, 331.0]",[331.0],1
12412,nl63 aim specimen,[331.0],[331.0],1
12413,nl63 collect death,[331.0],[331.0],1
12414,nl63 collect patient,[331.0],[331.0],1
12415,nl63 test cough,[331.0],[331.0],1
12416,nl63 test death,[331.0],[331.0],1
12417,nl63 test dyspnoea,[331.0],[331.0],1
12418,nl63 test fever,[331.0],[331.0],1
12419,nl63 test one,[331.0],[331.0],1
12420,nl63 test patient,"[331.0, 331.0]",[331.0],1
12421,nocebo appear aes,[79.0],[79.0],1
12422,nocebo provide aes,[79.0],[79.0],1
12423,node increase 1-10,[130.0],[130.0],1
12424,node receive lymphadenopathy,"[472.0, 472.0]",[472.0],1
12425,non-hospital-acquired induce 519,[268.0],[268.0],1
12426,non-hospital-acquired induce 615,[268.0],[268.0],1
12427,non-hospital-acquired induce hai,[268.0],[268.0],1
12428,non-hospital-acquired induce influenza,[268.0],[268.0],1
12429,non-hospital-acquired weight 519,[268.0],[268.0],1
12430,non-hospital-acquired weight 615,[268.0],[268.0],1
12431,nonimmune acquire family,[170.0],[170.0],1
12432,noninfluenza emerge canadian,[253.0],[253.0],1
12433,noninfluenza emerge coronaviruses,[253.0],[253.0],1
12434,noninfluenza emerge influenza,[253.0],[253.0],1
12435,noninfluenza emerge sentinel,[253.0],[253.0],1
12436,noninfluenza emerge vaccine,[253.0],[253.0],1
12437,noninfluenza receive coronaviruses,[253.0],[253.0],1
12438,noninfluenza receive influenza,[253.0],[253.0],1
12439,noninfluenza receive vaccine,[253.0],[253.0],1
12440,noninfluenza test canadian,[253.0],[253.0],1
12441,noninfluenza test coronaviruses,[253.0],[253.0],1
12442,noninfluenza test influenza,[253.0],[253.0],1
12443,noninfluenza test sentinel,[253.0],[253.0],1
12444,noninfluenza test vaccine,[253.0],[253.0],1
12445,nonphytate reduce 500,[86.0],[86.0],1
12446,nonphytate reduce boulardiikg,[86.0],[86.0],1
12447,nonphytate reduce npp,[86.0],[86.0],1
12448,nonphytate reduce phy,[86.0],[86.0],1
12449,nonphytate treat boulardiikg,[86.0],[86.0],1
12450,norwegian provide date,[69.0],[69.0],1
12451,norwegian provide h1n1,[69.0],[69.0],1
12452,norwegian provide influenza,"[69.0, 69.0]",[69.0],1
12453,norwegian provide primary-health-care,[69.0],[69.0],1
12454,nose base 54-68,[283.0],[283.0],1
12455,nose base 60-71,[283.0],[283.0],1
12456,nose base 8805,[283.0],[283.0],1
12457,nose base 95,[283.0],[283.0],1
12458,nose base bnt162b2,[283.0],[283.0],1
12459,nose base chadox1,[283.0],[283.0],1
12460,nose base ci,[283.0],[283.0],1
12461,nose base infection,[283.0],[283.0],1
12462,nose base sars-cov-2,[283.0],[283.0],1
12463,nose base second,[283.0],[283.0],1
12464,nose base vaccine,[283.0],[283.0],1
12465,nose evaluate 54-68,[283.0],[283.0],1
12466,nose evaluate 60-71,[283.0],[283.0],1
12467,nose evaluate 95,[283.0],[283.0],1
12468,nose evaluate ci,[283.0],[283.0],1
12469,nose evaluate second,[283.0],[283.0],1
12470,nose induce 54-68,[283.0],[283.0],1
12471,nose induce 60-71,[283.0],[283.0],1
12472,nose induce 8805,[283.0],[283.0],1
12473,nose induce 95,[283.0],[283.0],1
12474,nose induce ci,[283.0],[283.0],1
12475,nose induce infection,[283.0],[283.0],1
12476,nose induce sars-cov-2,[283.0],[283.0],1
12477,nose induce second,[283.0],[283.0],1
12478,nose select 54-68,[283.0],[283.0],1
12479,nose select 60-71,[283.0],[283.0],1
12480,nose select 8805,[283.0],[283.0],1
12481,nose select 95,[283.0],[283.0],1
12482,nose select ci,[283.0],[283.0],1
12483,nose select infection,[283.0],[283.0],1
12484,nose select sars-cov-2,[283.0],[283.0],1
12485,nose select second,[283.0],[283.0],1
12486,nose vaccinate vaccine,[425.0],[425.0],1
12487,np n combine cet,[432.0],[432.0],1
12488,np n combine volunteer,[432.0],[432.0],1
12489,np n improve volunteer,[432.0],[432.0],1
12490,np n investigate cet,[432.0],[432.0],1
12491,np n investigate volunteer,[432.0],[432.0],1
12492,npp reduce 500,[86.0],[86.0],1
12493,npp reduce boulardiikg,[86.0],[86.0],1
12494,npp reduce phy,[86.0],[86.0],1
12495,npp treat boulardiikg,"[86.0, 86.0]",[86.0],1
12496,nucleic acid associate soldier,[210.0],[210.0],1
12497,nucleic acid bind soldier,[210.0],[210.0],1
12498,nucleic acid observe soldier,[210.0],[210.0],1
12499,nucleocapsid receive one,[257.0],[257.0],1
12500,nucleocapsid receive patient,"[257.0, 257.0]",[257.0],1
12501,nucleocapsid receive two,"[257.0, 257.0]",[257.0],1
12502,nucleocapsid receive vaccine,"[257.0, 257.0, 257.0]",[257.0],1
12503,nutrient conserve inflammatory disorders,[246.0],[246.0],1
12504,nutrient conserve iron,[246.0],[246.0],1
12505,nutrient conserve vaccine,[246.0],[246.0],1
12506,nyc department attenuate person,[155.0],[155.0],1
12507,nyc department bind person,[155.0],[155.0],1
12508,nyc department observe infection,[155.0],[155.0],1
12509,nyc department observe person,[155.0],[155.0],1
12510,nyc department receive b1526,[155.0],[155.0],1
12511,nyc department receive infection,[155.0],[155.0],1
12512,nyc department receive person,[155.0],[155.0],1
12513,obesity associate covid-19,[448.0],[448.0],1
12514,obesity know covid-19-associated,[215.0],[215.0],1
12515,obesity receive adult,[214.0],[214.0],1
12516,obesity receive death,[214.0],[214.0],1
12517,obesity recognize 424,[214.0],[214.0],1
12518,obesity recognize adult,[214.0],[214.0],1
12519,obesity recognize covid-19,[214.0],[214.0],1
12520,obesity recognize diabetes,[214.0],[214.0],1
12521,obesity recognize heart,[214.0],[214.0],1
12522,obesity recognize high-risk,[214.0],[214.0],1
12523,obesity recognize immunization,[214.0],[214.0],1
12524,obesity recognize vaccine,[214.0],[214.0],1
12525,obesity relate covid-19,[214.0],[214.0],1
12526,obesity relate diabetes,[214.0],[214.0],1
12527,obesity relate heart,[214.0],[214.0],1
12528,obesity relate high-risk,[214.0],[214.0],1
12529,obesity relate immunization,[214.0],[214.0],1
12530,obesity relate vaccine,[214.0],[214.0],1
12531,obesity underlie child,[101.0],[101.0],1
12532,oc43 aim belgium,"[331.0, 331.0]",[331.0],1
12533,oc43 aim cough,[331.0],[331.0],1
12534,oc43 aim death,[331.0],[331.0],1
12535,oc43 aim dyspnoea,[331.0],[331.0],1
12536,oc43 aim fever,[331.0],[331.0],1
12537,oc43 aim infection,[331.0],[331.0],1
12538,oc43 aim influenza,[331.0],[331.0],1
12539,oc43 aim influenza-like,[331.0],[331.0],1
12540,oc43 aim one,[331.0],[331.0],1
12541,oc43 aim patient,"[331.0, 331.0, 331.0]",[331.0],1
12542,oc43 aim respiratory,"[331.0, 331.0]",[331.0],1
12543,oc43 aim specimen,[331.0],[331.0],1
12544,oc43 collect death,[331.0],[331.0],1
12545,oc43 collect patient,[331.0],[331.0],1
12546,oc43 test cough,[331.0],[331.0],1
12547,oc43 test death,[331.0],[331.0],1
12548,oc43 test dyspnoea,[331.0],[331.0],1
12549,oc43 test fever,[331.0],[331.0],1
12550,oc43 test one,[331.0],[331.0],1
12551,oc43 test patient,"[331.0, 331.0]",[331.0],1
12552,ocrelizumab treat n22,[28.0],[28.0],1
12553,oct enrol 2020,[309.0],[309.0],1
12554,oil prevent herd,[20.0],[20.0],1
12555,oil-in-water improve child,[13.0],[13.0],1
12556,oil-in-water improve influenza,[13.0],[13.0],1
12557,ointment lubricate eyelid,[81.0],[81.0],1
12558,ointment lubricate glucocorticoid,[81.0],[81.0],1
12559,ointment lubricate goggles,[81.0],[81.0],1
12560,ointment lubricate tear,[81.0],[81.0],1
12561,ointment need glucocorticoid,[81.0],[81.0],1
12562,ointment use eyelid,[81.0],[81.0],1
12563,ointment use glucocorticoid,[81.0],[81.0],1
12564,ointment use goggles,[81.0],[81.0],1
12565,old-world infect mother,[457.0],[457.0],1
12566,oma affect cancer,[14.0],[14.0],1
12567,omicron collect covaxin,[60.0],[60.0],1
12568,omp observe sod,[233.0],[233.0],1
12569,one acquire cancer,[424.0],[424.0],1
12570,one acquire hcp,[424.0],[424.0],1
12571,one acquire lombardy,[424.0],[424.0],1
12572,one acquire patient,[424.0],[424.0],1
12573,one acquire sars-cov-2,[424.0],[424.0],1
12574,one adsorb algel-imdg,[433.0],[433.0],1
12575,one adsorb herein,[433.0],[433.0],1
12576,one associate acetaminophen,[262.0],[262.0],1
12577,one associate acute,[262.0],[262.0],1
12578,one associate glucocorticoid,[262.0],[262.0],1
12579,one associate hip,[262.0],[262.0],1
12580,one associate ibuprofen,[262.0],[262.0],1
12581,one associate knee,[262.0],[262.0],1
12582,one associate muscle,[262.0],[262.0],1
12583,one associate people,[262.0],[262.0],1
12584,one cause brazil,[155.0],[155.0],1
12585,one coat 225,[22.0],[22.0],1
12586,one coat 8805,[22.0],[22.0],1
12587,one coat cov2,[22.0],[22.0],1
12588,one coat curb,[22.0],[22.0],1
12589,one coat healthcare,[22.0],[22.0],1
12590,one coat hydroxychloroquine,[22.0],[22.0],1
12591,one coat pneumonia,[22.0],[22.0],1
12592,one coat sars,[22.0],[22.0],1
12593,one coat sars-cov2,[22.0],[22.0],1
12594,one coat tablet,[22.0],[22.0],1
12595,one coat two,[22.0],[22.0],1
12596,one collect child,[197.0],[197.0],1
12597,one collect death,[331.0],[331.0],1
12598,one collect influenza,[197.0],[197.0],1
12599,one collect patient,[331.0],[331.0],1
12600,one collect strep,[197.0],[197.0],1
12601,one collect vaccine,[63.0],[63.0],1
12602,one confirm 1,[22.0],[22.0],1
12603,one confirm cdc,[22.0],[22.0],1
12604,one confirm covid-19,[22.0],[22.0],1
12605,one confirm participant,[22.0],[22.0],1
12606,one confirm sars-cov-2,[22.0],[22.0],1
12607,one consider covid-19,[468.0],[468.0],1
12608,one consider vaccine,[468.0],[468.0],1
12609,one continue adenoma,[309.0],[309.0],1
12610,one diagnose covid-19,[171.0],[171.0],1
12611,one diagnose person,[171.0],[171.0],1
12612,one diagnose sars-cov-2,[171.0],[171.0],1
12613,one divide bbv152,[363.0],[363.0],1
12614,one divide three,"[363.0, 363.0]",[363.0],1
12615,one divide vaccine,[363.0],[363.0],1
12616,one dose bnt162b2,[111.0],[111.0],1
12617,one dose surrogate,[171.0],[171.0],1
12618,one dose two,[111.0],[111.0],1
12619,one elapse patient,[55.0],[55.0],1
12620,one elapse researcher,[55.0],[55.0],1
12621,one elapse sars-cov-2,[55.0],[55.0],1
12622,one elapse vaccine,[55.0],[55.0],1
12623,one evaluate 565,[171.0],[171.0],1
12624,one evaluate 8805,"[22.0, 22.0]",[22.0],1
12625,one evaluate 999,[171.0],[171.0],1
12626,one evaluate antibody,[223.0],[223.0],1
12627,one evaluate covid-19,"[171.0, 318.0]","[171.0, 318.0]",2
12628,one evaluate curb,"[22.0, 22.0]",[22.0],1
12629,one evaluate healthcare,"[22.0, 22.0]",[22.0],1
12630,one evaluate igg,"[171.0, 171.0, 171.0, 171.0]",[171.0],1
12631,one evaluate patient,[318.0],[318.0],1
12632,one evaluate pneumonia,"[22.0, 22.0]",[22.0],1
12633,one evaluate post-vaccine,[171.0],[171.0],1
12634,one evaluate sars-cov-2-infected,[318.0],[318.0],1
12635,one evaluate surrogate,[171.0],[171.0],1
12636,one follow hyopneumoniae,[200.0],[200.0],1
12637,one follow pig,[200.0],[200.0],1
12638,one follow vaccine,[200.0],[200.0],1
12639,one group gi-24,[113.0],[113.0],1
12640,one harbor 2020,[333.0],[333.0],1
12641,one harbor covid-19,[333.0],[333.0],1
12642,one harbor gbd,[333.0],[333.0],1
12643,one harbor injury,[333.0],[333.0],1
12644,one harbor uk,[333.0],[333.0],1
12645,one harbor un,[333.0],[333.0],1
12646,one harbor usa,[333.0],[333.0],1
12647,one hundred show delta,[60.0],[60.0],1
12648,one increase covid-19,[333.0],[333.0],1
12649,one indicate influenza,[161.0],[161.0],1
12650,one induce 8805,"[22.0, 22.0]",[22.0],1
12651,one induce antibody,[329.0],[329.0],1
12652,one induce b cell,"[158.0, 158.0]",[158.0],1
12653,one induce cmi,[329.0],[329.0],1
12654,one induce dexamethasone,[161.0],[161.0],1
12655,one induce igg,[161.0],[161.0],1
12656,one induce mount,[161.0],[161.0],1
12657,one induce patient,[161.0],[161.0],1
12658,one induce prednisolone,[161.0],[161.0],1
12659,one induce symptom,[131.0],[131.0],1
12660,one induce vaccine,[329.0],[329.0],1
12661,one infect infant,[129.0],[129.0],1
12662,one infect lri,[129.0],[129.0],1
12663,one inform 188,[333.0],[333.0],1
12664,one inform 2020,[333.0],[333.0],1
12665,one inform age,[333.0],[333.0],1
12666,one inform covid-19,[333.0],[333.0],1
12667,one inform gbd,[333.0],[333.0],1
12668,one inform injury,[333.0],[333.0],1
12669,one inform uk,[333.0],[333.0],1
12670,one inform un,[333.0],[333.0],1
12671,one inform usa,[333.0],[333.0],1
12672,one make covid-19,[171.0],[171.0],1
12673,one make surrogate,[171.0],[171.0],1
12674,one need oxygen,[149.0],[149.0],1
12675,one need patient,[55.0],[55.0],1
12676,one need three,[218.0],[218.0],1
12677,one need vaccine,[55.0],[55.0],1
12678,one neutralize cellular,[374.0],[374.0],1
12679,one neutralize immunogen,[374.0],[374.0],1
12680,one neutralize mucosal,[374.0],[374.0],1
12681,one neutralize symptom,[131.0],[131.0],1
12682,one neutralize vaccine,[374.0],[374.0],1
12683,one observe 133,[158.0],[158.0],1
12684,one observe 2-valent,[266.0],[266.0],1
12685,one observe cervarix,[266.0],[266.0],1
12686,one observe gardasil-9,[266.0],[266.0],1
12687,one observe hpv,[266.0],[266.0],1
12688,one observe sars-cov-2,[158.0],[158.0],1
12689,one observe vaccine,[266.0],[266.0],1
12690,one perform 1,[22.0],[22.0],1
12691,one protect cancer,[424.0],[424.0],1
12692,one protect hcp,[424.0],[424.0],1
12693,one protect patient,[424.0],[424.0],1
12694,one protect sars-cov-2,[424.0],[424.0],1
12695,one receive participant,[134.0],[134.0],1
12696,one receive second-dose,[359.0],[359.0],1
12697,one reduce 2-valent,[266.0],[266.0],1
12698,one reduce cervarix,[266.0],[266.0],1
12699,one reduce gardasil-9,[266.0],[266.0],1
12700,one reduce hpv,[266.0],[266.0],1
12701,one reduce immunity,[280.0],[280.0],1
12702,one reduce infection,[88.0],[88.0],1
12703,one reduce patient,[88.0],[88.0],1
12704,one reduce vaccine,[266.0],[266.0],1
12705,one report combination,[340.0],[340.0],1
12706,one respond covid-19,[171.0],[171.0],1
12707,one respond person,[171.0],[171.0],1
12708,one see 2-3,[234.0],[234.0],1
12709,one see approximately,[234.0],[234.0],1
12710,one see coronavirus,[234.0],[234.0],1
12711,one see infection,[234.0],[234.0],1
12712,one see people,[234.0],[234.0],1
12713,one show antibody,[373.0],[373.0],1
12714,one show delta,[373.0],[373.0],1
12715,one thousand perform 112,[394.0],[394.0],1
12716,one thousand perform sars-cov-2,[394.0],[394.0],1
12717,one three circulate vaccine,[50.0],[50.0],1
12718,one use influenza,[161.0],[161.0],1
12719,one vaccinate 2020,[333.0],[333.0],1
12720,one vaccinate antibody,"[329.0, 373.0]","[329.0, 373.0]",2
12721,one vaccinate covid-19,[333.0],[333.0],1
12722,one vaccinate delta,[373.0],[373.0],1
12723,one vaccinate gbd,[333.0],[333.0],1
12724,one vaccinate injury,[333.0],[333.0],1
12725,one vaccinate uk,[333.0],[333.0],1
12726,one vaccinate un,[333.0],[333.0],1
12727,one vaccinate usa,[333.0],[333.0],1
12728,one vaccinate vaccine,[329.0],[329.0],1
12729,one vary 188,[333.0],[333.0],1
12730,one vary 2020,[333.0],[333.0],1
12731,one vary age,[333.0],[333.0],1
12732,one vary covid-19,"[333.0, 333.0]",[333.0],1
12733,one vary gbd,[333.0],[333.0],1
12734,one vary injury,[333.0],[333.0],1
12735,one vary uk,[333.0],[333.0],1
12736,one vary un,[333.0],[333.0],1
12737,one vary usa,[333.0],[333.0],1
12738,one-dose receive immunity,[294.0],[294.0],1
12739,one-quarter associate cancer,[269.0],[269.0],1
12740,one-quarter associate survivor,[269.0],[269.0],1
12741,one-quarter test 216,[269.0],[269.0],1
12742,one-quarter test 243,[269.0],[269.0],1
12743,one-quarter test 8805,[269.0],[269.0],1
12744,one-quarter test cancer,[269.0],[269.0],1
12745,one-quarter test survivor,[269.0],[269.0],1
12746,one-third emphasize booster,[484.0],[484.0],1
12747,optimal associate covid-19,[340.0],[340.0],1
12748,optimal associate vaccine,[340.0],[340.0],1
12749,optimal follow covid-19,[340.0],[340.0],1
12750,optimal follow vaccine,[340.0],[340.0],1
12751,optimal induce vaccine,[340.0],[340.0],1
12752,optimal introduce infant,[437.0],[437.0],1
12753,opv age blood,[35.0],[35.0],1
12754,opv age cd4,[35.0],[35.0],1
12755,opv age enteropathy,[35.0],[35.0],1
12756,opv age gut-homing,[35.0],[35.0],1
12757,opv age peripheral,[35.0],[35.0],1
12758,opv associate 456,[35.0],[35.0],1
12759,opv associate 639,[35.0],[35.0],1
12760,opv associate immunization,[35.0],[35.0],1
12761,opv associate infant,[35.0],[35.0],1
