,doc_id,sent_id,triple_list,Unnamed: 0,abstract_sents
642,160.0,11.0,"['meningococci induce 2021', 'meningococci induce uk', 'meningococci induce immunisation', 'meningococci induce vaccine']",1701,secondary outcomes include impact carriage genogroup b meningococci hyperinvasive meningococci meningococci meningococci expressing vaccine antigens neisseria spp 
643,160.0,12.0,"['south central provide uk', 'south central provide medicine', 'south central detect uk', 'south central detect medicine']",1702,sample size 8000 arm provide 80 power detect 30 reduction meningococcal carriage assuming genogroup b c w x meningococci carriage 343 design effect 15 retention rate 80 significance level 005 study results available 2021 inform uk international immunisation policy future vaccine development 
644,161.0,1.0,"['steroid receive dexamethasone', 'steroid receive vaccine']",1708,methods literature search performed identify information pertinent steroid administration subsequent downstream effects vaccine efficacy 
645,161.0,3.0,"['six observe steroid', 'six observe vaccine']",1710,studies limited articles english language 
646,161.0,5.0,"['one use influenza', 'steroid use influenza', 'one indicate influenza', 'steroid indicate influenza']",1712,three 6 studies indicated steroids could used periÃÂÂvaccine period without significant suppression immune response 
647,161.0,7.0,"['one induce patient', 'one induce dexamethasone', 'one induce prednisolone', 'one induce mount', 'one induce igg']",1714,remaining 2 studies mixed findings 
648,161.0,8.0,"['vaccine receive steroid', 'vaccine receive steroid', 'vaccine receive steroid']",1715,one study showed patients received dexamethasone prednisolone able mount immune response resulting increased igg 
649,161.0,10.0,"['sars-cov-2 treat covid-19', 'vaccine treat covid-19']",1717,conclusions although shared consensus studies reviewed one study noted scenarios patients receiving steroids still successfully vaccinated 
650,162.0,0.0,"['viral infection consider organ', 'viral infection consider recipient', 'viral infection consider patient']",1718,sars-cov-2 vaccine considered primary health strategy able end current covid-19 pandemic 
651,162.0,2.0,"['plaque induce sars-cov-2', 'plaque induce antibody', 'plaque induce serum', 'plaque induce surrogate', 'plaque induce enzyme-linked', 'plaque induce immunosorbent', 'plaque induce elisa', 'plaque induce ace2', 'plaque induce antibody', 'plaque induce three', 'plaque induce surrogate', 'plaque induce sars-cov-2', 'plaque induce surrogate', 'plaque induce piscataway', 'plaque induce sars-cov-2']",1720,preliminary reports suggest lower antibody production bnt162b2 pfizerbiontech mrna-vaccine1234 data currently available elicited virus-specific cell responses 
652,164.0,1.0,"['participant enrol covid-19', 'participant enrol sars-cov-2', 'two enrol covid-19', 'two enrol sars-cov-2']",1723,methods seroepidemiological research enrolled 118 residents one nursing home zagreb 
653,164.0,3.0,"['sars-cov-2 test croatian', 'sars-cov-2 test covid-19', 'sars-cov-2 test patient']",1725,samples tested presence neutralizing antibodies using virus neutralization test 
654,164.0,9.0,"['almost half correlate six', 'participant correlate six', 'almost half neutralize six', 'participant neutralize six']",1731,age negatively significantly correlated neutralizing antibody titer spearman s rho -0132 p0155 
655,165.0,1.0,"['ninety-seven observe dog', 'ninety-seven observe cav-2', 'ninety-seven observe vaccine']",1736,study determined anti-cav antibodies within 28 days re-vaccination factors associated absence antibodies vaccination response 
656,165.0,5.0,"['ci 8561Ã\x83\x83Ã\x83\x82Ã\x83\x829670 perform antibody', 'dog perform antibody']",1740,fisherÃÂÂs exact test multivariate regression analysis performed determine factors associated absence antibodies vaccination response 
657,165.0,11.0,"['dog respond 3', 'dog respond antibody']",1746,dogs respond re-vaccination 
658,165.0,12.0,"['autoimmune vaccinate aiha', 'autoimmune vaccinate thrombocytopenia', 'autoimmune vaccinate itp', 'hemolytic vaccinate aiha', 'hemolytic vaccinate thrombocytopenia', 'hemolytic vaccinate itp']",1747,based study dogs re-vaccinated every 3 years antibodies determined 
659,166.0,1.0,"['herein associate covid-19', 'herein associate 53-year-old', 'herein associate woman', 'sle associate covid-19', 'sle associate 53-year-old', 'sle associate woman', 'bnt162b2 associate covid-19', 'bnt162b2 associate 53-year-old', 'bnt162b2 associate woman', 'mrna associate covid-19', 'mrna associate 53-year-old', 'mrna associate woman', 'coronavirus associate covid-19', 'coronavirus associate 53-year-old', 'coronavirus associate woman']",1749,systemic lupus erythematosus sle frequent autoimmune disorder associated evans syndrome 
660,166.0,3.0,"['hypocomplementemia show sle', 'lupus show sle', 'anticoagulant show sle']",1751,blood examination diagnosis showed hemolytic anemia positive coombs test thrombocytopenia 
661,166.0,6.0,"['physician cause recipient', 'mrna cause recipient', 'covid-19 cause recipient', 'physician induce mrna', 'physician induce covid-19', 'physician induce recipient']",1754,case suggests mrna covid-19 vaccination may cause autoimmune disorder 
662,167.0,1.0,"['thirty-four generate memory b', 'thirty-four generate two', 'thirty-four generate bnt162b2', 'thirty-four generate vaccine', 'thirty-four generate sars-cov-2', 'thirty-four generate convalescent', 'thirty-four generate bnt162b2', 'cvid generate memory b', 'cvid generate two', 'cvid generate bnt162b2', 'cvid generate vaccine', 'cvid generate sars-cov-2', 'cvid generate convalescent', 'cvid generate bnt162b2', 'convalescent generate memory b', 'convalescent generate two', 'convalescent generate bnt162b2', 'convalescent generate vaccine', 'convalescent generate sars-cov-2', 'convalescent generate bnt162b2', 'patient generate memory b', 'patient generate two', 'patient generate bnt162b2', 'patient generate vaccine', 'patient generate sars-cov-2', 'patient generate convalescent', 'patient generate bnt162b2', 'sars-cov-2 generate memory b', 'sars-cov-2 generate two', 'sars-cov-2 generate bnt162b2', 'sars-cov-2 generate vaccine', 'sars-cov-2 generate convalescent', 'sars-cov-2 generate bnt162b2', 'patient generate memory b', 'patient generate two', 'patient generate bnt162b2', 'patient generate vaccine', 'patient generate sars-cov-2', 'patient generate convalescent', 'patient generate bnt162b2']",1757,specifically patients common variable immunodeficiency cvid generated poor spike-specific antibody cell responses immunization 
663,167.0,4.0,"['patient boost b cells', 'patient boost b cells', 'patient boost memory', 'patient boost extra-follicular', 'patient boost convalescent', 'patient boost infection', 'patient boost memory', 'patient boost immunization']",1760,antibody response boosted convalescents vaccination 
664,167.0,6.0,"['sars-cov-2 evaluate b cell', 'sars-cov-2 evaluate bnt162b2', 'sars-cov-2 evaluate vaccine']",1762,poor spike-specific cell responses measured independently immunological challenge 
665,167.0,7.0,"['infection prim vaccine', 'infection prim cvid', 'immunization prim vaccine', 'immunization prim cvid']",1763,conclusions sars-cov-2 infection primed efficient classical memory b cell response whereas bnt162b2 vaccine induced non-canonical b cell responses cvid 
666,167.0,8.0,"['mrna induce sars-cov2', 'vaccine induce sars-cov2']",1764,natural infection responses boosted subsequent immunization suggesting possibility stimulate immune response additional vaccine doses cvid 
667,168.0,0.0,"['mrna show sars-cov2', 'mrna show infection', 'mrna show covid-19', 'mrna show bologna', 'mrna show ht', 'mrna show italy', 'mrna show bologna', 'mrna show ht', 'mrna show 2020', 'mrna show cox', 'vaccine show sars-cov2', 'vaccine show infection', 'vaccine show covid-19', 'vaccine show bologna', 'vaccine show ht', 'vaccine show italy', 'vaccine show bologna', 'vaccine show ht', 'vaccine show 2020', 'vaccine show cox', 'mrna prevent bologna', 'mrna prevent ht', 'mrna prevent italy', 'mrna prevent bologna', 'mrna prevent ht', 'mrna prevent 2020', 'mrna prevent cox', 'vaccine prevent bologna', 'vaccine prevent ht', 'vaccine prevent italy', 'vaccine prevent bologna', 'vaccine prevent ht', 'vaccine prevent 2020', 'vaccine prevent cox', 'sars-cov2 prevent bologna', 'sars-cov2 prevent ht', 'sars-cov2 prevent italy', 'sars-cov2 prevent bologna', 'sars-cov2 prevent ht', 'sars-cov2 prevent 2020', 'sars-cov2 prevent cox', 'infection prevent bologna', 'infection prevent ht', 'infection prevent italy', 'infection prevent bologna', 'infection prevent ht', 'infection prevent 2020', 'infection prevent cox', 'covid-19 prevent bologna', 'covid-19 prevent ht', 'covid-19 prevent italy', 'covid-19 prevent bologna', 'covid-19 prevent ht', 'covid-19 prevent 2020', 'covid-19 prevent cox']",1765,background aim randomized controlled trials shown mrna vaccines highly effective preventing sars-cov2 infection 
668,168.0,1.0,"['vaccine evaluate 855', 'vaccine evaluate 759-913', 'vaccine evaluate 848', 'vaccine evaluate 732-914', 'sars-cov2 evaluate 855', 'sars-cov2 evaluate 759-913', 'sars-cov2 evaluate 848', 'sars-cov2 evaluate 732-914']",1766,conducted study assess real-world effectiveness mrna vaccines pfizer-biontech moderna preventing symptomatic sars-cov2 infections covid-19 related hospitalizations staff bologna health trust ht italy methods followed retrospectively 9839 staff bologna ht december 27 2020 april 3 2020 calculated effectiveness partially fully vaccinated subjects applying multivariable cox proportional hazard model 
669,168.0,2.0,"['infection prevent 627-910', 'infection prevent 871', 'infection prevent 693-946', '817 prevent 627-910', '817 prevent 871', '817 prevent 693-946']",1767,results vaccine effectiveness preventing sars-cov2 infections 855 95 ci 759-913 partially vaccinated 848 95 ci 732-914 fully vaccinated 
670,168.0,3.0,['covid-19-related prevent cohort'],1768,preventing symptomatic infection effectiveness 817 95 ci 627-910 partially 871 95 ci 693-946 fully vaccinated 
671,168.0,4.0,['mrna relate northern italy'],1769,covid-19-related hospitalizations partially fully vaccinated vs 15 hospitalization unvaccinated cohort 
672,169.0,0.0,"['sars-cov-2 exist covid-19', 'sars-cov-2 exist woman', 'sars-cov-2 exist newborn', 'igg exist covid-19', 'igg exist woman', 'igg exist newborn']",1771,importance contribution study variability exists passage sars-cov-2 igg asymptomatic covid-19 mothers newly born infants 
673,169.0,1.0,"['covid provide woman', 'covid provide infant']",1772,awareness sars-cov-2 igg may contribute management asymptomatic rt pcr covid-19 positive pregnant women newborns future vaccination practices 
674,169.0,5.0,"['woman review covid-19', 'woman review dyad', 'woman review covid-19', 'woman review mother37', 'woman review dyad', 'woman review one', 'woman review twin', 'infant review covid-19', 'infant review dyad', 'infant review covid-19', 'infant review mother37', 'infant review dyad', 'infant review one', 'infant review twin', 'university review covid-19', 'university review dyad', 'university review covid-19', 'university review mother37', 'university review dyad', 'university review one', 'university review twin', 'louisville review covid-19', 'louisville review dyad', 'louisville review covid-19', 'louisville review mother37', 'louisville review dyad', 'louisville review one', 'louisville review twin', 'louisville review covid-19', 'louisville review dyad', 'louisville review covid-19', 'louisville review mother37', 'louisville review dyad', 'louisville review one', 'louisville review twin', 'woman collect dyad', 'woman collect covid-19', 'woman collect mother37', 'woman collect dyad', 'woman collect one', 'woman collect twin', 'infant collect dyad', 'infant collect covid-19', 'infant collect mother37', 'infant collect dyad', 'infant collect one', 'infant collect twin', 'university collect dyad', 'university collect covid-19', 'university collect mother37', 'university collect dyad', 'university collect one', 'university collect twin', 'louisville collect dyad', 'louisville collect covid-19', 'louisville collect mother37', 'louisville collect dyad', 'louisville collect one', 'louisville collect twin', 'louisville collect dyad', 'louisville collect covid-19', 'louisville collect mother37', 'louisville collect dyad', 'louisville collect one', 'louisville collect twin', 'participant collect dyad', 'participant collect covid-19', 'participant collect mother37', 'participant collect dyad', 'participant collect one', 'participant collect twin', 'covid-19 collect dyad', 'covid-19 collect mother37', 'covid-19 collect dyad', 'covid-19 collect one', 'covid-19 collect twin']",1776,clinical demographicscovid-19 testing maternalinfant dyads reviewedcollected reporting purposes 
675,169.0,10.0,"['mother observe igg', 'mother observe antibody', 'covid-19 observe igg', 'covid-19 observe antibody', 'infant observe igg', 'infant observe antibody', 'mother receive infant', 'mother receive sars-cov-2', 'mother receive igg', 'mother receive antibody', 'covid-19 receive infant', 'covid-19 receive sars-cov-2', 'covid-19 receive igg', 'covid-19 receive antibody']",1781,required intensive care recovered pregnancies maintained 37w4d 39w3d gestation respectively 
676,169.0,14.0,"['neonatology aim listserv', 'loma aim listserv', 'linda aim listserv']",1785,investigation immune system s response sars-cov-2 virus pregnancy direct future managementtreatment pregnancy especially wake vaccination virus pregnancy emerging variants 
677,170.0,1.0,"['participant investigate sweden', 'participant investigate immunity', 'participant investigate covid-19', 'participant investigate 2021']",1793,objective investigate association risk covid-19 nonimmune individuals number family members known immunity acquired previous covid-19 infection full vaccination 2 vaccine doses 
678,170.0,3.0,"['family members match family', 'family members match immunity', 'family members match covid-19', 'family members match bnt162b2', 'family members match mrna', 'family members match chadox1', 'family members match ncov-19', 'family members match vaccine', 'family members receive bnt162b2', 'family members receive mrna', 'family members receive chadox1', 'family members receive ncov-19', 'family members receive vaccine', 'family receive bnt162b2', 'family receive mrna', 'family receive chadox1', 'family receive ncov-19', 'family receive vaccine', 'immunity receive bnt162b2', 'immunity receive mrna', 'immunity receive chadox1', 'immunity receive ncov-19', 'immunity receive vaccine', 'family members establish bnt162b2', 'family members establish mrna', 'family members establish chadox1', 'family members establish ncov-19', 'family members establish vaccine', 'family establish bnt162b2', 'family establish mrna', 'family establish chadox1', 'family establish ncov-19', 'family establish vaccine', 'immunity establish bnt162b2', 'immunity establish mrna', 'immunity establish chadox1', 'immunity establish ncov-19', 'immunity establish vaccine', 'covid-19 establish bnt162b2', 'covid-19 establish mrna', 'covid-19 establish chadox1', 'covid-19 establish ncov-19', 'covid-19 establish vaccine']",1795,person immunity matched 11 individual without immunity identified cohort individuals families comprising 2 5 members 
679,170.0,4.0,"['family members acquire family', 'covid-19 acquire family', 'infection acquire family', 'nonimmune acquire family', '2021 acquire family', '789 acquire family', '728 acquire family', '814 acquire family']",1796,exposures number immune family members family april 14 2021 index date acquired immunity previous covid-19 infection full vaccination 2 doses mrna-1273 bnt162b2 mrna chadox1 ncov-19 vaccine 
680,170.0,7.0,"['immune members follow family members', 'immune members follow covid-19', 'immune members follow nonimmune']",1799,mean range follow-up time 263 1-40 days 88 797 1 549 989 57 nonimmune family members mean sd age 516 177 years 790 276 men 510 diagnosed covid-19 
681,170.0,9.0,"['family members contract p', 'family members contract p', 'family contract family members', 'family contract family members', 'family contract p', 'family contract p']",1801,nonimmune families 1 immune family member 45 61 lower risk contracting covid-19 hazard ratio hr 039-055 95 ci 037-061 p 001 
682,171.0,0.0,"['enzyme dose participant', 'ace2 dose participant', 'receptor dose participant']",1806,background recent reports suggested among individuals previously infected sars-cov-2 single mrna vaccine dose sufficient elicit high levels immunity 
683,171.0,1.0,"['participant compare mrna-1273moderna', 'participant compare chicago', 'participant compare covid-19', 'mrna compare mrna-1273moderna', 'mrna compare chicago', 'mrna compare covid-19', 'participant bind covid-19', 'mrna bind covid-19', 'mrna-1273moderna bind covid-19', 'chicago bind covid-19']",1807,methods compared anti-sars-cov-2 spike receptor binding domain rbd igg antibody concentrations antibody-mediated neutralization spike-angiotensin-converting enzyme ace2 receptor binding vitro following vaccination non-hospitalized participants sero-status acute virus diagnosis history 
684,171.0,2.0,"['covid-19 base igg', 'covid-19 collect igg']",1808,participants analysed mrna vaccination bnt162b2pfizer mrna-1273moderna community-based home-collected longitudinal serosurvey chicago area usa none reported hospitalization covid-19 
685,171.0,7.0,"['one evaluate post-vaccine', 'one evaluate igg', 'one evaluate surrogate', 'one evaluate covid-19', 'one evaluate igg', 'one evaluate 999', 'one evaluate igg', 'one evaluate 565', 'one evaluate igg']",1813,responses evaluated one n 142 two n 191 doses bnt162b2 mrna-1273 vaccine 
686,171.0,9.0,"['one make covid-19', 'one make surrogate', 'mrna make covid-19', 'mrna make surrogate', 'one dose surrogate', 'mrna dose surrogate', 'vaccine dose surrogate', 'covid-19 dose surrogate']",1815,latter two groups reached 95 neutralization second vaccine dose 
687,171.0,10.0,"['one diagnose sars-cov-2', 'one diagnose covid-19', 'one diagnose person', 'mrna diagnose sars-cov-2', 'mrna diagnose covid-19', 'mrna diagnose person', 'vaccine diagnose sars-cov-2', 'vaccine diagnose covid-19', 'vaccine diagnose person', 'one respond covid-19', 'one respond person', 'mrna respond covid-19', 'mrna respond person', 'vaccine respond covid-19', 'vaccine respond person', 'person respond covid-19', 'sars-cov-2 respond covid-19', 'sars-cov-2 respond person']",1816,interpretation one dose mrna vaccine individuals previously diagnosed covid-19 responded high levels anti-rbd igg surrogate neutralization spike-ace2 interaction 
688,172.0,7.0,"['patient consider covid-19', 'patient consider infectious']",1826,conclusions stiko vaccination recommendations considered medical standard 
689,172.0,8.0,"['coxsackievirus emerge serotypes', 'coxsackievirus emerge myocarditis', 'coxsackievirus emerge pancreatitis', 'six emerge serotypes', 'six emerge myocarditis', 'six emerge pancreatitis', 'organ emerge serotypes', 'organ emerge myocarditis', 'organ emerge pancreatitis']",1827,published current instructions vaccination immunodeficient patients recently published recommendation covid-19 vaccination together scientific backgrounds reasons represent valuable basis medical action field vaccination infectious diseases 
690,173.0,2.0,"['cvb3 desire wild-type', 'mt10 desire wild-type', 'mt10 desire cvb3', 'myocarditis desire wild-type', 'myocarditis desire cvb3', 'pancreatitis desire wild-type', 'pancreatitis desire cvb3', 'cvb3 induce mt10', 'cvb3 induce myocarditis', 'cvb3 induce pancreatitis', 'cvb3 induce wild-type']",1830,translationally derivation vaccines offer protection multiple serotypes highly desired 
691,173.0,3.0,"['mt10 report serotypes', 'mt10 report cvb4', 'vaccine report serotypes', 'vaccine report cvb4']",1831,direction recently reported generation attenuated strain cvb3 termed mt10 completely protects myocarditis pancreatitis induced homologous wild-type cvb3 strain 
692,173.0,5.0,"['cvb4 induce heart', 'cvb4 induce pancreas', 'mt10 induce heart', 'mt10 induce pancreas', 'vaccine induce heart', 'vaccine induce pancreas']",1833,note mt10 vaccine could induce cross-reactive neutralizing antibodies nabs cvb1 cvb4 
693,173.0,7.0,['vp1 indicate antibody'],1835,antibody responses induced mt10cvb4 challenged animals indicated persistence cross-reactive nabs cvb1 cvb3 cvb4 
694,173.0,8.0,"['histocompatibility receive cd4 cells', 'histocompatibility receive vp1-specific', 'histocompatibility receive cytokine', 'histocompatibility receive interferon-Ã\x83\x83Ã\x83\x82Ã\x82Â³']",1836,evaluation antigen-specific immune responses revealed viral protein 1 vp1 -reactive antibodies predominantly igg2a igg2b igg3 igg1 
695,173.0,9.0,"['vaccine use nucleic acid', 'vaccine use cvb4', 'vaccine use heart', 'vaccine use pancreas']",1837,similarly using major histocompatibility complex class ii tetramers noted induction vp1-specific cd4 cells capable producing multiple cell cytokines interferon-ÃÂ³ predominant 
696,173.0,10.0,"['mt10 challenge vaccine', 'mt10 challenge heart', 'mt10 challenge enteroviral', 'vaccine challenge heart', 'vaccine challenge enteroviral', 'mt10 receive vaccine', 'mt10 receive heart', 'mt10 receive enteroviral', 'vaccine receive heart', 'vaccine receive enteroviral']",1838,finally none vaccine recipients challenged cvb4 revealed presence viral nucleic acid heart pancreas 
697,173.0,11.0,['vaccine-acquired induce immunity'],1839,taken together data suggest mt10 vaccine prevent infections caused multiple cvb serotypes paving way development monovalent cvb vaccines prevent heart pancreatic diseases enteroviral origin 
698,174.0,1.0,"['vaccine undergo sars-cov-2', '10-months undergo sars-cov-2', 'immunity undergo sars-cov-2']",1841,investigated large prospective cohort uk healthcare workers undergoing routine asymptomatic pcr testing 
699,174.0,6.0,"['immunity decrease two', 'immunity decrease vaccine', 'immunity decrease 15-months']",1846,adjusted ave decreased 81 95 ci 68 -89 14-73 days dose-2 46 95 ci 22 -63 6-months significant difference short-interval bnt162b2 significantly lower ave 50 95 ci 18 -70 14-73 days dose-2 chadox1 
700,174.0,7.0,"['conclusiontwo acquire sars-cov-2', 'conclusiontwo acquire six', 'bnt162b2 acquire sars-cov-2', 'bnt162b2 acquire six', 'conclusiontwo show sars-cov-2', 'conclusiontwo show six', 'bnt162b2 show sars-cov-2', 'bnt162b2 show six', 'conclusiontwo wan six', 'bnt162b2 wan six', 'sars-cov-2 wan six']",1847,protection infection-acquired immunity showed evidence waning unvaccinated follow-up remained consistently 90 received two doses vaccine even infected 15-months ago 
701,174.0,8.0,"['infection-acquired induce infection', 'immunity induce infection']",1848,conclusiontwo doses bnt162b2 vaccination induce high short-term protection sars-cov-2 infection wanes significantly six months 
702,174.0,9.0,['vaccinee induce infection'],1849,infection-acquired immunity boosted vaccination remains high year infection 
703,175.0,1.0,"['patient evaluate allergic', 'patient evaluate vaccine', 'patient evaluate polysorbate', 'patient evaluate skin', 'patient vaccinate polysorbate', 'patient vaccinate skin', 'allergic vaccinate polysorbate', 'allergic vaccinate skin']",1853,aimed evaluate possibility vaccinating patients peg andor polysorbate allergy covidÃÂÂ19 
704,175.0,2.0,"['patient observe vaccine', '2021 observe vaccine', 'four observe vaccine', 'patient observe vaccine', 'skin observe vaccine', 'basophil observe vaccine', 'histamine observe vaccine', 'bahr observe vaccine', 'polysorbates observe vaccine']",1854,methods twentyÃÂÂfive patients history allergic reaction drugs vaccines mouth hygiene products containing peg polysorbate sensitization skin test vitro test positive challenge included 
705,175.0,9.0,"['eleven vaccinate vaccine', 'eleven vaccinate four', 'eleven vaccinate seven']",1861,three vaccinated referral 
706,175.0,10.0,"['six induce polysorbate', 'six induce vaccine']",1862,eleven offered johnsonÃÂÂjohnson vaccine four vaccinated successfully seven abstained 
707,175.0,11.0,"['hypersensitivity vaccinate patient', 'hypersensitivity vaccinate allergy', 'hypersensitivity vaccinate peg', 'hypersensitivity vaccinate polysorbates', 'hypersensitivity observe polysorbates', 'vaccine observe polysorbates', 'patient observe polysorbates', 'allergy observe polysorbates']",1863,six patients could vaccinated peg polysorbate containing vaccines 
708,175.0,12.0,['patient establish vaccine'],1864,conclusion hypersensitivity excipients covidÃÂÂ19 vaccines constitutes risk patients allergy peg polysorbates 
709,175.0,13.0,"['coronavac induce sars-cov-2', 'vaccine induce sars-cov-2', 'coronavac await sars-cov-2', 'vaccine await sars-cov-2', 'coronavac observe sars-cov-2', 'vaccine observe sars-cov-2']",1865,diagnostic evaluation safe covidÃÂÂ19 vaccine could offered patients remainders await new vaccines containing different excipients 
710,176.0,2.0,"['volunteer randomize sars-cov-2', 'volunteer randomize turkey', 'covid-19 randomize sars-cov-2', 'covid-19 randomize turkey', 'volunteer observe turkey', 'covid-19 observe turkey', 'sars-cov-2 observe turkey']",1868,methods double-blind randomised placebo-controlled phase 3 trial 
711,176.0,4.0,"['k1 include health-care', 'k1 include worker', 'k1 include health-care', 'k1 include worker', 'k1 include k2', 'k1 include cohort', 'cohort include health-care', 'cohort include worker', 'cohort include health-care', 'cohort include worker', 'cohort include k2', 'k1 include cohort', 'health-care include cohort', 'worker include cohort', 'health-care include cohort', 'worker include cohort']",1870,exclusion criteria included limited immunosuppressive therapy including steroids within past 6 months bleeding disorders asplenia receipt blood products immunoglobulins within past 3 months 
712,176.0,5.0,"['vaccine establish aluminium hydroxide', 'vaccine establish sars-cov-2', 'vaccine establish virion', 'vaccine establish suspension', 'aluminium hydroxide randomize suspension', 'vaccine randomize suspension', 'sars-cov-2 randomize suspension', 'virion randomize suspension']",1871,k1 cohort consisted health-care workers randomised 11 ratio individuals health-care workers also recruited k2 cohort randomised 21 ratio using interactive web response system 
713,176.0,6.0,"['participant inactivate covid-19', 'vaccine inactivate covid-19', 'participant adsorb covid-19', 'vaccine adsorb covid-19', 'vaccine adsorb covid-19']",1872,study vaccine 3 ÃÂg inactivated sars-cov-2 virion adsorbed aluminium hydroxide 0ÃÂ5 ml aqueous suspension 
714,176.0,10.0,"['four allocate participant', 'four allocate two', 'four allocate vaccine', 'participant allocate two', 'participant allocate vaccine', 'vaccine allocate participant', 'vaccine allocate two', '10 allocate participant', '10 allocate two', '10 allocate vaccine', '214 allocate participant', '214 allocate two', '214 allocate vaccine', 'participant allocate two', 'participant allocate vaccine', 'vaccine allocate participant', 'vaccine allocate two', '3568 allocate participant', '3568 allocate two', '3568 allocate vaccine', 'four screen 10', 'four screen 214', 'four screen participant', 'four screen vaccine', 'four screen 3568', 'four screen participant', 'four screen two', 'four screen vaccine', 'participant screen 10', 'participant screen 214', 'participant screen vaccine', 'participant screen 3568', 'participant screen two', 'participant screen vaccine', 'vaccine screen 10', 'vaccine screen 214', 'vaccine screen participant', 'vaccine screen 3568', 'vaccine screen participant', 'vaccine screen two']",1876,findings among 11 303 volunteers screened sept 14 2020 jan 5 2021 10 218 randomly allocated 
715,176.0,11.0,"['nine establish person-years', 'nine establish vaccine', 'covid-19 establish person-years', 'covid-19 establish vaccine', 'vaccine establish person-years', 'person-years establish vaccine']",1877,exclusion four participants vaccine group protocol deviations intention-to-treat group consisted 10 214 participants 6646 65ÃÂ1 vaccine group 3568 34ÃÂ9 placebo group per protocol group consisted 10 029 participants 6559 65ÃÂ4 3470 34ÃÂ6 received two doses vaccine placebo 
716,177.0,0.0,"['patient consider covid-19', 'patient consider vaccine']",1884,background rationale government guidance regarding covid-19 vaccination lists food allergy drug allergy history anaphylaxis contraindications receiving vaccination 
717,177.0,2.0,"['18 mine one', '18 mine covid-19', '18 mine vaccine', 'allergic mine one', 'allergic mine covid-19', 'allergic mine vaccine']",1886,methods data n255 patients mined 
718,177.0,6.0,"['allergy andor induce ae', 'andor induce ae', 'anaphylaxis induce ae']",1890,eighty one took first dose 33 took doses 
719,177.0,8.0,"['two see one', 'aes see one']",1892,three aes seen allergic diathesis 
720,177.0,10.0,"['allergy make compound', 'polyethylene make compound', 'glycolpeg make compound', 'allergy make compound']",1894,female patient itching palmar erythema post covishieldÃÂÂ subsided week s treatment antihistamine 
721,177.0,11.0,"['patient observe allergic', 'covid-19 observe allergic', 'indian observe allergic']",1895,history allergy radiocontrast media containing polyethylene glycolpeg indicating possible allergy polysorbate 80 peg related compound contained covishieldÃÂÂ 
722,178.0,0.0,"['europe induce 2021', 'europe induce covid-19', 'europe induce death', 'europe induce uk', 'europe induce cancer', 'europe induce patient', 'europe induce eu', 'uk induce 2021', 'uk induce covid-19', 'uk induce death', 'uk induce cancer', 'uk induce patient', 'uk induce eu', 'death induce 2021', 'death induce covid-19', 'death induce uk', 'death induce cancer', 'death induce patient', 'death induce eu']",1898,background despite high contagiousness rapid spread sars-cov-2 led heterogeneous outcomes across affected nations 
723,178.0,1.0,"['cancer affect covid-19', 'cancer affect 2020', 'cancer affect death', 'cancer affect uk', 'cancer affect eu', 'patient affect covid-19', 'patient affect 2020', 'patient affect death', 'patient affect uk', 'patient affect eu', 'cancer aim uk', 'cancer aim eu', 'patient aim uk', 'patient aim eu', 'covid-19 aim uk', 'covid-19 aim eu', '2020 aim uk', '2020 aim eu', 'death aim uk', 'death aim eu', 'cancer compare uk', 'cancer compare eu', 'patient compare uk', 'patient compare eu', 'covid-19 compare uk', 'covid-19 compare eu', '2020 compare uk', '2020 compare eu', 'death compare uk', 'death compare eu']",1899,within europe united kingdom uk severely affected country death toll excess 100000 january 2021 aimed compare national impact covid-19 risk death uk cancer patients versus continental europe eu 
724,178.0,2.0,"['patient diagnose cox', 'covid-19 diagnose cox', 'uk diagnose cox', 'eu diagnose cox', 'cohort diagnose cox', 'patient perform covid-19', 'patient perform uk', 'patient perform eu', 'patient perform cohort', 'patient perform cox']",1900,methods performed retrospective analysis oncovid study database european registry cancer patients consecutively diagnosed covid-19 27 centres february 27 september 10 2020 analysed case fatality rates risk death 30 days 6 months stratified region origin uk versus eu 
